id,name,lat,lon,address,phone,website,instagram,openingHours,hasWifi,wifiFree,hasOutdoorSeating,hasTakeaway,hasAirConditioning,smokingPolicy,priceRange,description,logo,photos,submittedAt
4188865096,Kedai kopi SINGGALANG,"-7,2492813","112,7307395","Jl. Semarang, 1, Kota SBY, Jawa Timur, Indonesia",,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.295Z
4189063901,Autonet,"-7,2819951","112,7425595","Jalan Mojopahit, Keputran, Tegalsari, Surabaya",,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.295Z
4189279554,Konig,"-7,2818933","112,7762419","Jalan Kertajaya Indah Tengah V, 411, Manyar Sabrangan, Surabaya, Jawa Timur, Indonesia",,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.295Z
4190997489,Kudos Cafe,"-7,294822","112,6751715","Jalan Boulevard Indah, Darmo, Wonokromo, Surabaya, Jawa Timur, Indonesia",+623199016791,https://www.instagram.com/kudos_cafe/,,Mo-Th 08:00-22:00; Fr-Su 08:00-23:00,FALSE,FALSE,,FALSE,FALSE,TRUE,,,,,2025-12-27T10:34:43.295Z
4191042368,J.Co,"-7,2857863","112,6808174","Jalan Bukit Darmo Boulevard, Dukuh Pakis, Surabaya",,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.295Z
4191048384,Sapi Milk,"-7,2948767","112,7625001","Jalan Raya Manyar, No.53D, Menur Pumpungan, Sukolilo, Surabaya, East Java",,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.295Z
4191074244,Layali Shisha Cafe and Lounge,"-7,2692876","112,7506084","Jalan Sumatra, 31, RT.002/RW.05, Gubeng, Kota Surabaya, Jawa Timur, Indonesia",,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.295Z
4191092612,Blackbarn Coffee,"-7,2848049","112,736194","Jl. Untung Suropati, No.79, Tegalsari, Dr. Sutomo, Surabaya",,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.295Z
4191121303,Le Cafe Gourmand,"-7,2661781","112,7399656","Jalan Pregolan, 2, Tegalsari, Kota SBY, Jawa Timur",5355511,,,Mo-Su 08:00-22:00,FALSE,FALSE,,FALSE,FALSE,TRUE,,,,,2025-12-27T10:34:43.295Z
4191144649,Libby cafe,"-7,2696212","112,6967882","Jalan Sukomanunggal Jaya Blok YL, 2, Tandes, Sukomanunggal, Jawa Timur",,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.295Z
4191179831,Cafe Glass,"-7,3037377","112,7618885","Jl. Raya Nginden No.72-A, Baratajaya, Gubeng, Surabaya, East Java",,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.295Z
4191188521,Calibre,"-7,2611565","112,7488027","Jalan Walikota Mustajab, 67 - 69, Genteng, Ketabang, Surabaya",+62 31 5454801,,,Su-Th 10:00-22:00; Fr-Sa 10:00-23:30,TRUE,TRUE,outside,TRUE,FALSE,TRUE,,,,,2025-12-27T10:34:43.295Z
4191236894,Caturra Espresso,"-7,2583456","112,7294178","Jalan Anjasmoro, Sawahan, Surabaya",,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.295Z
4191388843,Coffeezone,"-7,2837039","112,7414089","Jl. Tumapael 33, Keputran, Tegalsari, Surabaya",,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.295Z
4191391086,Coffee Toffee,"-7,2868818","112,7757162","Jl. Klampis Jaya, Klampis Ngasem, Sukolilo, Surabaya",,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.295Z
4191427580,Communal,"-7,2821635","112,7762654","Jalan Kertajaya Indah Tengah, No. 24, Manyar Sabrangan, Surabaya, Jawa Timur, Indonesia",,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.295Z
4192739036,Monopole Coffee Lab,"-7,2828406","112,694808","Jl. Raya Darmo Permai I, 38, Pradahkali Kendal, Dukuh Pakis, Kota SBY, Jawa Timur, Indonesia",,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.295Z
4192761149,Starbucks,"-7,32027","112,7325051","Jalan Ahmad Yani, No. 88, Ketintang, Gayungan, Surabaya",,,,,FALSE,FALSE,,TRUE,FALSE,FALSE,,Starbucks,,,2025-12-27T10:34:43.295Z
4192765244,Starbucks,"-7,2744901","112,7820139","Jl. Dr. Ir. H. Soekarno, No.35-39, Mulyorejo, Surabaya, East Java",,,,,FALSE,FALSE,,TRUE,FALSE,FALSE,,Starbucks,,,2025-12-27T10:34:43.295Z
4192766545,Starbucks,"-7,2926634","112,7188218","JL. Mayor Jenderal Sungkono, No. 87, Pakis, Surabaya, East Java",,,,,FALSE,FALSE,,TRUE,FALSE,FALSE,,Starbucks,,,2025-12-27T10:34:43.295Z
4192769085,Stilrod Cycle Shop,"-7,293055","112,7394879","Jl. Juwono, No.2, Darmo, Wonokromo, Surabaya, East Java",,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.296Z
4192787118,STMJ Bu Nunuk Pojok Ngagel,"-7,2944924","112,7461441","Jl. Ngagel Redjo, Ngagelrejo, Wonokromo, Surabaya",,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.296Z
4192852886,Dunkin',"-7,2655282","112,7526625","Jl. Stasiun Gubeng, Pacar Keling, Tambaksari, Surabaya, East Java",,,,,FALSE,FALSE,,TRUE,FALSE,FALSE,,Dunkin',,,2025-12-27T10:34:43.296Z
4192912669,Surabaya CAFÈ,"-7,2654319","112,7527206","Jl. Gubeng Masjid, No.2, Pacar Keling, Tambaksari, Surabaya, East Java",,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.296Z
4193058429,Excelso,"-7,2763121","112,7818725","Galaxy Mall - Management - Office Lantai I No. 112, JL. Dharma Husada Indah Timur, No. 37, Mulyorejo, Surabaya",,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.296Z
4193096146,Feliz Guest House & Cafe,"-7,3219722","112,7463631","Jl. Raya Kendangsari, No.80, emur Wonosari, Rungkut, Surabaya",,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.296Z
4193187205,Teras Rumah Cafe,"-7,2737522","112,7954887","Jl. Wisma Permai 1, Mulyorejo, Surabaya, East Java",,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.296Z
4193209039,The Coffee Bean & Tea Leaf,"-7,2930433","112,719656","JL. Mayjend Sungkono, Pakis, Surabaya, East Java",,,,,FALSE,FALSE,,TRUE,FALSE,FALSE,,The Coffee Bean & Tea Leaf,,,2025-12-27T10:34:43.296Z
4193358660,Too Too Moo Patisserie,"-7,2840504","112,7360311","Jl. Untung Suropati, No.63, Dr. Sutomo, Tegalsari, Surabaya",,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.296Z
4212997992,Kopi Ganes,"-7,2876459","112,8040771","Jalan Keputih Tegal Timur II, Keputih, Surabaya",,,,,FALSE,FALSE,yes,FALSE,FALSE,TRUE,,,,,2025-12-27T10:34:43.296Z
4260123796,"Zangrandi, Ice Cream","-7,2635031","112,7460796","Jalan Yos Sudarso, 15, Surabaya",,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.296Z
4260125476,The Avenue Lounge Bar,"-7,2914353","112,7155623","Jalan Mayjend. Sungkono, 101 - 103, Surabaya",,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.296Z
4260137173,Kedai Kopi (Keiko),"-7,2858843","112,7759749","Jl. Klampis Jaya, 25 C, Surabaya",,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.296Z
4260141068,De mandailing Cafe n Eatery Jemur Sari,"-7,322603","112,7423292","Jalan Jemur Sari, 71, Surabaya",,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.296Z
4260143149,Otoclassic Cafe,"-7,2940318","112,7572188","Jalan Krukah Timur, Surabaya",,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.296Z
4260144465,GR Café (Gue Rasa ini Café),"-7,2923125","112,7495072","Jalan Bung Tomo, 30, Surabaya",,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.296Z
4260149093,One Dollar Cafe,"-7,2907982","112,7465567","Jalan Bung Tomo, 6, Surabaya",,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.296Z
4267713041,Kafe Panorama,"-7,2824084","112,7622228","Jalan Menur, 93, Surabaya",,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.296Z
4267809700,Shae Cafe and Eatery,"-7,2773927","112,746638","Jalan Bawean, 5, Surabaya",,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.296Z
4270975190,Noach Cafe & Bistro,"-7,2664268","112,7398709","Jalan Pregolan, 4",,,,Mo-Th 11:00-22:00; Fr-Sa 11:00-22:00,FALSE,FALSE,,FALSE,FALSE,TRUE,,,,,2025-12-27T10:34:43.296Z
4270993990,Boncafe Steak & Ice Cream,"-7,2660414","112,7398197","Jalan Pregolan, 2",5343018,,,Mo-Su 09:00-22:00,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.296Z
4296327398,KPK Latar Ombo,"-7,3086561","112,7206005","Jalan Raya Karah, Karah, Surabaya",,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.296Z
4342496192,Warkop Damai,"-7,3122818","112,7973987",Wonorejo,,,,,FALSE,FALSE,,FALSE,FALSE,TRUE,,,,,2025-12-27T10:34:43.296Z
4353734393,After you,"-7,2914818","112,6478516","Jalan Buana Golf Utama, Jeruk, Surabaya",+6281331986660,,,Mo-Su 11:00-23:55,FALSE,FALSE,,FALSE,FALSE,TRUE,,,,,2025-12-27T10:34:43.296Z
4361191857,Excelso,"-7,2931421","112,6541706","Niaga Gapura Road, Lidah Kulon, Surabaya",,https://excelso-coffee.com/,,Mo-Su 10:00-22:00,FALSE,TRUE,outside,FALSE,FALSE,TRUE,,,,,2025-12-27T10:34:43.296Z
4384067060,Pisa,"-7,2816688","112,6838289","Jalan Simpang Darmo Permai Selatan IV, Pradahkali Kendal, Surabaya",+62317320220,http://www.kafepisa.com,,Mo-Su 11:00-21:00,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.296Z
4405219506,Starbucks,"-7,2990766","112,6760103","Jalan Lingkar Dalam Barat, 1, Babatan, Surabaya",+623199001346,https://www.starbucks.co.id/store/116616/ID/Graha-Family-Hospital/Jl-Boulevard-Famili-Selatan-Kav-1-Surabaya-JI,,Mo-Su 07:30-23:00,TRUE,TRUE,outside,TRUE,FALSE,TRUE,,Starbucks,,,2025-12-27T10:34:43.296Z
4478356333,MIXTIX,"-7,2984682","112,649344","Jalan Telaga Utama, Jeruk, Surabaya",+6282178787890,,,"We-Su 15:00-00:00, Mo 15:00-00:00",FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.296Z
4497818275,Starbucks,"-7,374961","112,7936295","Jalan Tol Waru–Juanda, Segoro Tambak, Sedati",,,,,FALSE,FALSE,,TRUE,FALSE,FALSE,,Starbucks,,,2025-12-27T10:34:43.296Z
4507463564,Spago,"-7,290712","112,6546441","Niaga Gapura Road, Lidah Kulon, Surabaya",,,,Mo-Su 10:30-22:30,FALSE,FALSE,,FALSE,FALSE,TRUE,,,,,2025-12-27T10:34:43.296Z
4516864624,Excelso,"-7,2693945","112,743946","Jalan Panglima Besar Sudirman, Embong Kaliasin, Surabaya",,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.296Z
4548836566,Surabaya pagi,"-7,2378814","112,7361972","Gang Jalak, Krembangan Selatan, Surabaya",,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.296Z
4599296300,GatherInc.,"-7,2781639","112,6454351","Taman puspa raya, 11",+623199019881,http://gatherinc-bistro.com/,,"Mo-Fr 10:00-22:00; Sa, Su 10:00-23:00",TRUE,TRUE,outside,FALSE,FALSE,TRUE,,,,,2025-12-27T10:34:43.296Z
4601097829,Philip's coffee,"-7,2930653","112,6765087","Jalan Mayor Jenderal Jonosewojo, Pradahkali Kendal, Surabaya",+62 31 7321507,,,Tu-Su 09:00-21:00,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.296Z
4601097830,Ohana,"-7,2927503","112,6765905","Jalan Mayor Jenderal Jonosewojo, Pradahkali Kendal, Surabaya",,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.296Z
4601097898,Elizabeth James,"-7,293926","112,6768816",Surabaya,+62317386789,,,Mo-Su 10:30-22:00,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.296Z
4631787161,Warkop Kong Hari,"-7,361719","112,7301035","Jalan Jendral Ahmad Yani, Sidoarjo",,,,24/7,FALSE,TRUE,yes,FALSE,FALSE,TRUE,,,,,2025-12-27T10:34:43.296Z
4721430070,warung pojok,"-7,1580719","112,6550413",Jalan Maulana Malik Ibrahim,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.296Z
4721430071,warung spensa,"-7,161851","112,6532987",Jalan Jaksa Agung Suprapto,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.296Z
4721430072,Warung Ultra,"-7,1617431","112,6526997","Jalan Jaksa Agung Suprapto, Bedilan",,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.296Z
4721430073,Warung APJ,"-7,1608529","112,6472215",Jalan Jaksa Agung Suprapto,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.296Z
4721430074,Warung Kopi PDI,"-7,1619993","112,6546563",Jalan Jaksa Agung Suprapto,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.296Z
4723341396,Starbucks,"-7,2899163","112,6755586","Jalan Mayor Jenderal Jonosewojo, Babatan, Surabaya",,,,Mo-Su 10:00-22:00,FALSE,FALSE,,TRUE,FALSE,FALSE,,Starbucks,,,2025-12-27T10:34:43.296Z
4746176616,Supresso,"-7,2933376","112,6752333","Jalan Puncak Lontar I, Babatan, Surabaya",,https://www.supresso.com/,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.296Z
4746184767,Kabinet,"-7,2961875","112,6750664","Jalan Bukit Indah Lontar 1, Lidah Wetan, Surabaya",,https://kabinetcoffee.com/,,Mo-Su 08:00-22:00,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.296Z
4746185020,Le cafe gourmand,"-7,2959088","112,6760144","Jalan Lingkar Dalam Barat, Babatan, Surabaya",+62 31 7322552,,,Mo-Su 08:00-23:00,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.296Z
4757366122,Starbucks,"-7,2964397","112,6542474","Niaga Gapura Road, Lidah Kulon, Surabaya",,https://www.starbucks.co.id/,,Mo-Su 07:00-22:00,TRUE,TRUE,outside,TRUE,FALSE,TRUE,,Starbucks,,,2025-12-27T10:34:43.296Z
4824490649,Starbucks,"-7,2859307","112,6805656","Jalan Bukit Darmo Boulevard, Surabaya",+623151163546,https://www.starbucks.co.id/store/1018293/ID/Lenmarck-Surabaya/Jalan-Bukit-Darmo-Boulevard-Office-park-2-No-1,,Mo-Su 08:00-22:00,TRUE,FALSE,no,TRUE,FALSE,TRUE,,Starbucks,,,2025-12-27T10:34:43.296Z
4830378536,Calipto,"-7,2790226","112,645619","Jalan Telaga Puspa Raya, Sambikerep, Surabaya",+62 812 3386 6919,,,Tu-Su 09:00-21:00,TRUE,FALSE,outside,FALSE,FALSE,TRUE,,,,,2025-12-27T10:34:43.296Z
4873369734,Confit,"-7,299552","112,6766185","Jalan Boulevard Famili Selatan, Babatan, Surabaya",+6289690780364,,,Mo-Su 06:45-22:00,FALSE,FALSE,no,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.296Z
4916263859,Starbucks,"-7,2875575","112,6751859","Jalan Raya Lontar PLN, Babatan, Surabaya",,,,Mo-Su 10:00-22:00,TRUE,FALSE,no,TRUE,FALSE,TRUE,,Starbucks,,,2025-12-27T10:34:43.296Z
5276657698,Tea Presso,"-7,2992134","112,6760609","Jalan Boulevard Famili Selatan, Surabaya",,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.296Z
5295169645,Sugabites,"-7,29408","112,6763329","Jalan Kondominium Graha Famili, Pradahkali Kendal, Surabaya",,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.296Z
5295169646,TGC,"-7,2939676","112,6762902","Jalan Kondominium Graha Famili, Pradahkali Kendal, Surabaya",,,,Mo-Su 06:00-23:45,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.296Z
5354541741,Bird house,"-7,2935947","112,6762882","Jalan Mayor Jenderal Jonosewojo, Pradahkali Kendal, Surabaya",,https://www.instagram.com/birdhousebistro/,,Mo-Su 12:00-22:00,FALSE,TRUE,,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.296Z
5381991209,Palms,"-7,2948712","112,6670643","Jalan Imperial Golf Regency, Lidah Wetan, Surabaya",,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.296Z
5497771740,Churrz,"-7,2939376","112,6761595","Jalan Kondominium Graha Famili, Pradahkali Kendal, Surabaya",,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.296Z
5873191069,Starbucks,"-7,3832311","112,7753502","Jalan Insinyur Haji Juanda, Betro, Sedati",,,,,FALSE,FALSE,,TRUE,FALSE,FALSE,,Starbucks,,,2025-12-27T10:34:43.296Z
5873191070,Starbucks,"-7,3828853","112,775141","Jalan Insinyur Haji Juanda, Betro, Sedati",,,,,FALSE,FALSE,,TRUE,FALSE,FALSE,,Starbucks,,,2025-12-27T10:34:43.296Z
5873197056,Starbucks,"-7,2797036","112,7673519","Jalan Manyar Kertoarjo VI, Mojo, Surabaya",,,,07:00-23:00,TRUE,TRUE,outside,TRUE,FALSE,TRUE,,Starbucks,,,2025-12-27T10:34:43.296Z
5873197057,Starbucks,"-7,2617762","112,7394783","Jalan Mergoyoso, Kedungdoro, Surabaya",,,,,FALSE,FALSE,,TRUE,FALSE,FALSE,,Starbucks,,,2025-12-27T10:34:43.296Z
5873197058,Starbucks,"-7,2612547","112,7383465","Jalan Embong Malang, Kedungdoro, Surabaya",,,,,FALSE,FALSE,,TRUE,FALSE,FALSE,,Starbucks,,,2025-12-27T10:34:43.296Z
5873197059,Starbucks,"-7,2631864","112,7392584","Jalan Kaliasin Pompa, Kedungdoro, Surabaya",,,,,FALSE,FALSE,,TRUE,FALSE,FALSE,,Starbucks,,,2025-12-27T10:34:43.296Z
5873197060,Starbucks,"-7,2622711","112,7379978","Jalan Mergoyoso Gang II, Kedungdoro, Surabaya",,,,,FALSE,FALSE,,TRUE,FALSE,FALSE,,Starbucks,,,2025-12-27T10:34:43.296Z
5873197061,Starbucks,"-7,2945388","112,7301228","Jalan Batanghari, Sawunggaling, Surabaya",,,,,FALSE,FALSE,,TRUE,FALSE,FALSE,,Starbucks,,,2025-12-27T10:34:43.296Z
5873197062,Starbucks,"-7,2768993","112,805863","Jalan Laguna Kejawan Putih Tambak, Kejawen Putih Tambak, Surabaya",,,,,FALSE,FALSE,,TRUE,FALSE,FALSE,,Starbucks,,,2025-12-27T10:34:43.296Z
5897591816,Titik Kumpul,"-7,2779716","112,7647984","Jalan Manyar Kertoarjo XIII, Manyar Sabrangan, Surabaya",,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.296Z
5897591856,Rollaas,"-7,280853","112,7734619","Jalan Raya Kertajaya Indah, Manyar Sabrangan, Surabaya",,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.296Z
6123924347,Maxx Coffee,"-7,2619186","112,7499001","Jalan Gubeng Pojok, Ketabang, Surabaya",,,,,FALSE,FALSE,,TRUE,FALSE,TRUE,,Maxx Coffee,,,2025-12-27T10:34:43.296Z
6123924348,Excelso,"-7,2618108","112,7497901","Jalan Gubeng Pojok, Ketabang, Surabaya",,,,,FALSE,FALSE,,FALSE,FALSE,TRUE,,,,,2025-12-27T10:34:43.296Z
6123924349,Anomali Coffee,"-7,2621593","112,750348","Jalan Gubeng Pojok, Ketabang, Surabaya",,,,,FALSE,FALSE,,FALSE,FALSE,TRUE,,,,,2025-12-27T10:34:43.296Z
6123924350,Oh Gelato & Cafe,"-7,2604671","112,7510521","Jalan Kusuma Bangsa, Ketabang, Surabaya",,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.296Z
6154038472,Renekopi,"-7,3087693","112,7215186","Jalan Ketintang Barat, Karah, Surabaya",,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.296Z
6214815967,Starbucks,"-7,2630241","112,7406183","Jalan Jenderal Basuki Rachmat, Kedungdoro, Surabaya",,,,,FALSE,FALSE,,TRUE,FALSE,FALSE,,Starbucks,,,2025-12-27T10:34:43.296Z
6214815968,Starbucks,"-7,3388087","112,7375364","Jalan Siwalankerto, SiwalanKerto, Surabaya",,,,,FALSE,FALSE,,TRUE,FALSE,FALSE,,Starbucks,,,2025-12-27T10:34:43.296Z
6214815969,Starbucks,"-7,2652191","112,7485067","Jalan Pemuda, Embong Kaliasin, Surabaya",,,,,FALSE,FALSE,,TRUE,FALSE,FALSE,,Starbucks,,,2025-12-27T10:34:43.296Z
6214815970,Starbucks,"-7,2556672","112,7338484","Jalan Kranggan, Sawahan, Surabaya",,,,,FALSE,FALSE,,TRUE,FALSE,FALSE,,Starbucks,,,2025-12-27T10:34:43.296Z
6214815971,Starbucks,"-7,2510215","112,6617667","Jalan Marrgomulyo Indah, Banjar Sugihan, Surabaya",,,,,FALSE,FALSE,,TRUE,FALSE,FALSE,,Starbucks,,,2025-12-27T10:34:43.296Z
6296236163,Starbucks,"-7,3144389","112,7810472","Jalan Baruk Utara IX, Kedung Baruk, Surabaya",,,,,FALSE,FALSE,,TRUE,FALSE,FALSE,,Starbucks,,,2025-12-27T10:34:43.296Z
6358934717,Bakso Sumberejo,"-7,2277435","112,6071113","Jalan Sumberrejo Makmur IX, Sumberrejo, Surabaya",,,,,FALSE,TRUE,outside,TRUE,FALSE,FALSE,,,,,2025-12-27T10:34:43.296Z
6363976422,Warung Polisi (Warpol),"-7,2894573","112,7756865","Jalan Arief Rahman Hakim, Klampis Ngasem, Sukolilo, Surabaya",,,,,FALSE,TRUE,yes,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.296Z
6397255490,coffy toffy manyar,"-7,2892326","112,763134","Jalan Menur Pumpungan, No.33, Menur Pumpungan, Sukolilo, Surabaya, East Java",,,,Mo-Su 09:00-21:00,FALSE,TRUE,,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.296Z
6409346562,Starbucks,"-7,2760014","112,7808205","Galaxy Mall Skybridge, Mulyorejo, Surabaya",,,,,FALSE,FALSE,,TRUE,FALSE,FALSE,,Starbucks,,,2025-12-27T10:34:43.296Z
6495308533,Janji Jiwa,"-7,2706004","112,7562516","Jalan Dharmawangsa VII, Airlangga, Surabaya",,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.296Z
6621178653,The Coffee Bean & Tea Leaf,"-7,2625788","112,7381244","Unit 22-23, Surabaya",,,,,FALSE,FALSE,,TRUE,FALSE,FALSE,,The Coffee Bean & Tea Leaf,,,2025-12-27T10:34:43.296Z
6681993566,Thirty3 Brew,"-7,2861002","112,7327551",Jalan Opak,,,,Mo-Su 10:00-23:00,TRUE,TRUE,,FALSE,TRUE,TRUE,,,,,2025-12-27T10:34:43.296Z
6681993571,Seventies Coffee,"-7,2856692","112,7329429","Jalan Opak, Darmo, Surabaya",,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,2025-12-27T10:34:43.296Z
6681993573,Locaāhands,"-7,2871804","112,7332299","Jalan Opak, Darmo, Surabaya",,,,Mo-Su 08:00-22:00,FALSE,TRUE,,FALSE,TRUE,FALSE,,,,,2025-12-27T10:34:43.296Z
